data,dia,horario,rodada,id_arena,id_clube1,id_clube2,id_clube_vencedor,id_estado_clube1,id_estado_clube2,id_estado_vencedor,qtd_gols_clube1,qtd_gols_clube2
01/06/2016,Quarta-feira,21:00,5ª Rodada,7,9,25,9,25,25,25,1,0
01/06/2016,Quarta-feira,21:00,5ª Rodada,72,10,8,8,16,24,24,3,4
01/06/2016,Quarta-feira,21:00,5ª Rodada,18,24,27,27,17,17,17,0,1
01/06/2016,Quarta-feira,21:45,5ª Rodada,40,3,15,0,13,19,0,1,1
01/06/2016,Quarta-feira,21:45,5ª Rodada,49,7,12,12,19,13,13,0,1
01/06/2016,Quarta-feira,21:45,5ª Rodada,59,13,26,13,24,25,24,1,0
02/06/2016,Quinta-feira,19:30,5ª Rodada,40,1,22,22,13,25,25,1,2
02/06/2016,Quinta-feira,21:00,5ª Rodada,65,14,29,14,19,8,19,1,0
02/06/2016,Quinta-feira,21:00,5ª Rodada,60,21,17,21,25,21,25,4,3
04/06/2016,Sábado,16:00,6ª Rodada,9,4,24,4,16,17,16,1,0
04/06/2016,Sábado,20:30,6ª Rodada,6,8,15,0,24,19,0,0,0
04/06/2016,Sábado,20:30,6ª Rodada,7,9,10,9,25,16,25,2,1
05/06/2016,Domingo,11:00,6ª Rodada,40,1,13,1,13,24,13,1,0
05/06/2016,Domingo,11:00,6ª Rodada,60,25,7,25,25,19,25,3,0
05/06/2016,Domingo,16:00,6ª Rodada,49,14,21,21,19,25,25,1,2
05/06/2016,Domingo,16:00,6ª Rodada,11,17,22,17,21,25,21,1,0
05/06/2016,Domingo,16:00,6ª Rodada,39,27,3,0,17,13,0,4,4
05/06/2016,Domingo,16:00,6ª Rodada,19,29,18,29,8,21,8,1,0
05/06/2016,Domingo,18:30,6ª Rodada,52,12,26,26,13,25,25,0,1
11/06/2016,Sábado,16:00,7ª Rodada,22,18,1,18,21,13,21,3,1
11/06/2016,Sábado,16:00,7ª Rodada,54,22,8,22,25,24,25,2,1
11/06/2016,Sábado,18:30,7ª Rodada,65,15,17,0,19,21,0,1,1
11/06/2016,Sábado,21:00,7ª Rodada,56,26,4,4,25,16,16,1,2
12/06/2016,Domingo,11:00,7ª Rodada,65,7,29,0,19,8,0,1,1
12/06/2016,Domingo,11:00,7ª Rodada,29,10,27,10,16,17,16,3,2
12/06/2016,Domingo,16:00,7ª Rodada,40,3,12,12,13,13,13,2,3
12/06/2016,Domingo,16:00,7ª Rodada,59,13,14,13,24,19,24,1,0
12/06/2016,Domingo,16:00,7ª Rodada,61,21,9,21,25,25,25,1,0
12/06/2016,Domingo,19:00,7ª Rodada,18,24,25,25,17,25,25,0,2
15/06/2016,Quarta-feira,19:30,8ª Rodada,6,8,17,0,24,21,0,3,3
15/06/2016,Quarta-feira,19:30,8ª Rodada,54,22,4,22,25,16,25,3,2
15/06/2016,Quarta-feira,19:30,8ª Rodada,56,26,29,26,25,8,25,2,0
15/06/2016,Quarta-feira,21:00,8ª Rodada,65,7,1,7,19,13,19,3,1
15/06/2016,Quarta-feira,21:00,8ª Rodada,18,24,13,24,17,24,17,1,0
15/06/2016,Quarta-feira,21:00,8ª Rodada,71,25,27,25,25,17,25,2,0
15/06/2016,Quarta-feira,21:45,8ª Rodada,29,10,21,0,16,25,0,2,2
15/06/2016,Quarta-feira,21:45,8ª Rodada,52,12,14,14,13,19,19,0,1
16/06/2016,Quinta-feira,19:30,8ª Rodada,22,18,3,18,21,13,21,2,0
16/06/2016,Quinta-feira,20:00,8ª Rodada,49,15,9,15,19,25,19,1,0
18/06/2016,Sábado,16:00,9ª Rodada,61,21,24,21,25,17,25,3,1
18/06/2016,Sábado,18:00,9ª Rodada,9,4,25,4,16,25,16,1,0
18/06/2016,Sábado,21:00,9ª Rodada,40,1,10,1,13,16,13,2,1
19/06/2016,Domingo,11:00,9ª Rodada,40,3,22,3,13,25,13,3,0
19/06/2016,Domingo,11:00,9ª Rodada,19,29,8,8,8,24,24,1,2
19/06/2016,Domingo,16:00,9ª Rodada,7,9,7,9,25,19,25,3,1
19/06/2016,Domingo,16:00,9ª Rodada,59,13,18,13,24,21,24,3,2
19/06/2016,Domingo,16:00,9ª Rodada,49,14,26,0,19,25,0,2,2
19/06/2016,Domingo,16:00,9ª Rodada,39,27,15,27,17,19,17,2,1
19/06/2016,Domingo,19:00,9ª Rodada,11,17,12,17,21,13,21,2,0
21/06/2016,Terça-feira,21:30,10ª Rodada,61,21,1,21,25,13,25,2,0
22/06/2016,Quarta-feira,19:30,10ª Rodada,6,8,4,0,24,16,0,0,0
22/06/2016,Quarta-feira,19:30,10ª Rodada,54,22,12,12,25,13,13,0,4
22/06/2016,Quarta-feira,21:00,10ª Rodada,44,7,13,0,19,24,0,0,0
22/06/2016,Quarta-feira,21:00,10ª Rodada,18,24,14,14,17,19,19,0,1
22/06/2016,Quarta-feira,21:45,10ª Rodada,45,15,25,25,19,25,25,2,4
22/06/2016,Quarta-feira,21:45,10ª Rodada,52,3,9,3,13,25,13,2,1
23/06/2016,Quinta-feira,19:15,10ª Rodada,11,17,29,29,21,8,8,1,2
23/06/2016,Quinta-feira,21:00,10ª Rodada,56,26,27,0,25,17,0,0,0
23/06/2016,Quinta-feira,21:30,10ª Rodada,29,10,18,0,16,21,0,1,1
25/06/2016,Sábado,19:00,11ª Rodada,52,12,21,12,13,25,13,2,1
25/06/2016,Sábado,21:00,11ª Rodada,7,9,24,9,25,17,25,2,1
26/06/2016,Domingo,11:00,11ª Rodada,40,1,3,3,13,13,13,0,1
26/06/2016,Domingo,16:00,11ª Rodada,9,4,17,4,16,21,16,2,0
26/06/2016,Domingo,16:00,11ª Rodada,10,14,15,15,19,19,19,1,2
26/06/2016,Domingo,16:00,11ª Rodada,22,18,7,7,21,19,19,2,3
26/06/2016,Domingo,16:00,11ª Rodada,60,25,26,25,25,25,25,3,0
26/06/2016,Domingo,16:00,11ª Rodada,19,29,22,0,8,25,0,1,1
26/06/2016,Domingo,18:30,11ª Rodada,59,13,10,0,24,16,0,0,0
26/06/2016,Domingo,18:30,11ª Rodada,39,27,8,27,17,24,17,5,1
29/06/2016,Quarta-feira,19:30,12ª Rodada,45,14,18,14,19,21,19,1,0
29/06/2016,Quarta-feira,19:30,12ª Rodada,11,17,25,17,21,25,21,3,2
29/06/2016,Quarta-feira,19:30,12ª Rodada,19,29,27,29,8,17,8,3,2
29/06/2016,Quarta-feira,21:00,12ª Rodada,6,8,12,8,24,13,24,3,2
29/06/2016,Quarta-feira,21:00,12ª Rodada,29,10,4,10,16,16,16,1,0
29/06/2016,Quarta-feira,21:45,12ª Rodada,40,1,9,9,13,25,25,0,2
29/06/2016,Quarta-feira,21:45,12ª Rodada,56,26,15,26,25,19,25,2,1
30/06/2016,Quinta-feira,19:30,12ª Rodada,61,21,13,21,25,24,25,4,0
30/06/2016,Quinta-feira,19:30,12ª Rodada,18,24,22,22,17,25,25,0,3
30/06/2016,Quinta-feira,21:00,12ª Rodada,52,3,7,3,13,19,13,5,3
02/07/2016,Sábado,16:00,13ª Rodada,65,15,10,0,19,16,0,0,0
02/07/2016,Sábado,18:30,13ª Rodada,9,4,1,4,16,13,16,1,0
03/07/2016,Domingo,11:00,13ª Rodada,52,12,29,0,13,8,0,2,2
03/07/2016,Domingo,11:00,13ª Rodada,22,18,17,17,21,21,21,0,1
03/07/2016,Domingo,16:00,13ª Rodada,44,7,24,7,19,17,19,2,1
03/07/2016,Domingo,16:00,13ª Rodada,7,9,14,9,25,19,25,4,0
03/07/2016,Domingo,16:00,13ª Rodada,54,22,26,22,25,25,25,1,0
03/07/2016,Domingo,16:00,13ª Rodada,71,25,8,25,25,24,25,3,0
03/07/2016,Domingo,19:00,13ª Rodada,59,13,3,0,24,13,0,1,1
04/07/2016,Segunda-feira,20:00,13ª Rodada,39,27,21,21,17,25,25,1,3
09/07/2016,Sábado,16:30,14ª Rodada,6,8,9,9,24,25,25,0,2
09/07/2016,Sábado,16:30,14ª Rodada,29,10,7,0,16,19,0,0,0
09/07/2016,Sábado,21:00,14ª Rodada,54,22,27,22,25,17,25,2,1
10/07/2016,Domingo,11:00,14ª Rodada,49,14,3,14,19,13,19,2,0
10/07/2016,Domingo,11:00,14ª Rodada,11,17,13,17,21,24,21,2,1
10/07/2016,Domingo,16:00,14ª Rodada,18,24,18,24,17,21,17,1,0
10/07/2016,Domingo,16:00,14ª Rodada,56,26,1,26,25,13,25,3,0
10/07/2016,Domingo,19:30,14ª Rodada,19,29,15,0,8,19,0,0,0
11/07/2016,Segunda-feira,20:00,14ª Rodada,52,12,4,4,13,16,16,0,3
12/07/2016,Terça-feira,20:30,14ª Rodada,61,21,25,0,25,25,0,1,1
16/07/2016,Sábado,16:00,15ª Rodada,48,7,14,0,19,19,0,3,3
16/07/2016,Sábado,18:30,15ª Rodada,71,25,22,25,25,25,25,3,1
17/07/2016,Domingo,11:00,15ª Rodada,40,1,24,24,13,17,17,0,3
17/07/2016,Domingo,16:00,15ª Rodada,7,9,26,0,25,25,0,1,1
17/07/2016,Domingo,16:00,15ª Rodada,9,4,29,0,16,8,0,1,1
17/07/2016,Domingo,16:00,15ª Rodada,59,13,8,0,24,24,0,1,1
17/07/2016,Domingo,16:00,15ª Rodada,31,15,12,15,19,13,19,2,0
17/07/2016,Domingo,16:00,15ª Rodada,22,18,21,21,21,25,25,0,1
17/07/2016,Domingo,18:30,15ª Rodada,39,27,17,27,17,21,17,4,2
18/07/2016,Segunda-feira,20:00,15ª Rodada,40,3,10,3,13,16,13,2,1
23/07/2016,Sábado,16:00,16ª Rodada,7,9,13,0,25,24,0,1,1
23/07/2016,Sábado,18:30,16ª Rodada,18,24,10,10,17,16,16,0,1
24/07/2016,Domingo,11:00,16ª Rodada,61,21,3,3,25,13,13,0,1
24/07/2016,Domingo,11:00,16ª Rodada,54,22,18,0,25,21,0,2,2
24/07/2016,Domingo,16:00,16ª Rodada,9,4,15,4,16,19,16,1,0
24/07/2016,Domingo,16:00,16ª Rodada,6,8,7,8,24,19,24,2,1
24/07/2016,Domingo,16:00,16ª Rodada,52,12,27,27,13,17,17,1,2
24/07/2016,Domingo,16:00,16ª Rodada,11,17,26,17,21,25,21,1,0
24/07/2016,Domingo,18:30,16ª Rodada,19,29,25,25,8,25,25,2,3
25/07/2016,Segunda-feira,20:00,16ª Rodada,45,14,1,14,19,13,19,2,1
30/07/2016,Sábado,18:30,17ª Rodada,59,13,29,13,24,8,24,1,0
30/07/2016,Sábado,18:30,17ª Rodada,39,27,4,27,17,16,17,2,0
30/07/2016,Sábado,21:00,17ª Rodada,40,3,24,3,13,17,13,3,0
31/07/2016,Domingo,11:00,17ª Rodada,31,15,22,15,19,25,19,3,0
31/07/2016,Domingo,11:00,17ª Rodada,56,26,8,0,25,24,0,2,2
31/07/2016,Domingo,16:00,17ª Rodada,29,10,14,14,16,19,19,0,2
31/07/2016,Domingo,16:00,17ª Rodada,22,18,9,9,21,25,25,0,1
31/07/2016,Domingo,16:00,17ª Rodada,71,25,12,25,25,13,25,2,0
31/07/2016,Domingo,18:30,17ª Rodada,40,1,17,0,13,21,0,0,0
31/07/2016,Domingo,18:30,17ª Rodada,48,7,21,7,19,25,19,3,1
03/08/2016,Quarta-feira,19:30,18ª Rodada,39,27,1,0,17,13,0,1,1
03/08/2016,Quarta-feira,19:30,18ª Rodada,43,29,10,29,8,16,8,3,1
03/08/2016,Quarta-feira,21:45,18ª Rodada,9,4,9,4,16,25,16,2,0
03/08/2016,Quarta-feira,21:45,18ª Rodada,16,25,14,0,25,19,0,0,0
04/08/2016,Quinta-feira,19:15,18ª Rodada,54,22,7,22,25,19,25,2,0
04/08/2016,Quinta-feira,19:30,18ª Rodada,11,17,24,0,21,17,0,0,0
04/08/2016,Quinta-feira,19:30,18ª Rodada,56,26,3,3,25,13,13,1,2
04/08/2016,Quinta-feira,21:00,18ª Rodada,40,12,18,12,13,21,13,4,2
04/08/2016,Quinta-feira,21:30,18ª Rodada,6,8,21,0,24,25,0,1,1
03/09/2016,Sábado,16:00,18ª Rodada,31,15,13,15,19,24,19,3,2
06/08/2016,Sábado,18:30,19ª Rodada,45,14,4,14,19,16,19,1,0
07/08/2016,Domingo,11:00,19ª Rodada,40,1,25,1,13,25,13,1,0
07/08/2016,Domingo,16:00,19ª Rodada,61,21,29,21,25,8,25,2,1
07/08/2016,Domingo,16:00,19ª Rodada,29,10,22,10,16,25,16,3,1
07/08/2016,Domingo,16:15,19ª Rodada,18,24,26,26,17,25,25,1,2
07/08/2016,Domingo,16:15,19ª Rodada,22,18,15,0,21,19,0,2,2
07/08/2016,Domingo,18:30,19ª Rodada,59,13,27,0,24,17,0,1,1
08/08/2016,Segunda-feira,20:00,19ª Rodada,40,3,8,3,13,24,13,3,1
08/08/2016,Segunda-feira,21:00,19ª Rodada,60,9,12,0,25,13,0,1,1
04/09/2016,Domingo,16:00,19ª Rodada,48,7,17,7,19,21,19,2,1
13/08/2016,Sábado,16:00,20ª Rodada,17,27,14,27,17,19,17,1,0
13/08/2016,Sábado,18:30,20ª Rodada,54,22,13,22,25,24,25,2,0
14/08/2016,Domingo,11:00,20ª Rodada,45,15,1,15,19,13,19,1,0
14/08/2016,Domingo,11:00,20ª Rodada,11,17,9,17,21,25,21,3,0
14/08/2016,Domingo,16:00,20ª Rodada,40,12,10,0,13,16,0,2,2
14/08/2016,Domingo,16:00,20ª Rodada,19,29,24,0,8,17,0,2,2
14/08/2016,Domingo,16:00,20ª Rodada,71,25,3,25,25,13,25,3,0
14/08/2016,Domingo,16:15,20ª Rodada,56,26,7,7,25,19,19,0,1
14/08/2016,Domingo,18:30,20ª Rodada,9,4,21,21,16,25,25,0,1
15/08/2016,Segunda-feira,20:00,20ª Rodada,6,8,18,8,24,21,24,1,0
19/08/2016,Sexta-feira,21:30,21ª Rodada,40,1,8,8,13,24,24,1,2
20/08/2016,Sábado,21:00,21ª Rodada,44,7,27,7,19,17,19,3,0
21/08/2016,Domingo,11:00,21ª Rodada,40,3,4,3,13,16,13,1,0
21/08/2016,Domingo,11:00,21ª Rodada,49,14,17,14,19,21,19,2,1
21/08/2016,Domingo,16:00,21ª Rodada,18,24,15,15,17,19,19,0,1
21/08/2016,Domingo,16:00,21ª Rodada,61,21,22,0,25,25,0,2,2
21/08/2016,Domingo,16:00,21ª Rodada,22,18,26,0,21,25,0,1,1
21/08/2016,Domingo,18:00,21ª Rodada,29,10,25,10,16,25,16,2,1
21/08/2016,Domingo,18:30,21ª Rodada,59,13,12,12,24,13,13,1,2
22/08/2016,Segunda-feira,20:00,21ª Rodada,7,9,29,9,25,8,25,2,1
27/08/2016,Sábado,16:00,22ª Rodada,54,22,9,22,25,25,25,2,0
28/08/2016,Domingo,11:00,22ª Rodada,71,25,13,13,25,24,24,0,1
28/08/2016,Domingo,11:00,22ª Rodada,52,12,24,12,13,17,13,2,0
28/08/2016,Domingo,16:00,22ª Rodada,11,17,3,0,21,13,0,1,1
28/08/2016,Domingo,16:00,22ª Rodada,56,26,10,0,25,16,0,0,0
28/08/2016,Domingo,16:00,22ª Rodada,6,8,14,14,24,19,19,1,3
28/08/2016,Domingo,16:00,22ª Rodada,49,15,21,21,19,25,25,0,2
28/08/2016,Domingo,18:30,22ª Rodada,17,27,18,0,17,21,0,1,1
28/08/2016,Domingo,18:30,22ª Rodada,36,29,1,29,8,13,8,2,1
29/08/2016,Segunda-feira,20:00,22ª Rodada,9,4,7,4,16,19,16,1,0
07/09/2016,Quarta-feira,16:00,23ª Rodada,48,7,15,7,19,19,19,1,0
07/09/2016,Quarta-feira,16:00,23ª Rodada,59,13,4,13,24,16,24,1,0
07/09/2016,Quarta-feira,16:00,23ª Rodada,17,24,8,0,17,24,0,2,2
07/09/2016,Quarta-feira,19:30,23ª Rodada,40,3,29,3,13,8,13,2,1
07/09/2016,Quarta-feira,21:45,23ª Rodada,29,10,17,10,16,21,16,4,0
07/09/2016,Quarta-feira,21:45,23ª Rodada,45,14,22,14,19,25,19,2,1
07/09/2016,Quarta-feira,21:45,23ª Rodada,61,21,26,21,25,25,25,2,1
08/09/2016,Quinta-feira,19:30,23ª Rodada,7,9,27,9,25,17,25,3,0
08/09/2016,Quinta-feira,21:00,23ª Rodada,40,1,12,12,13,13,13,0,2
08/09/2016,Quinta-feira,21:00,23ª Rodada,22,18,25,18,21,25,21,2,1
10/09/2016,Sábado,18:30,24ª Rodada,19,29,14,14,8,19,19,1,2
11/09/2016,Domingo,11:00,24ª Rodada,6,8,10,8,24,16,24,1,0
11/09/2016,Domingo,11:00,24ª Rodada,56,26,13,26,25,24,25,3,1
11/09/2016,Domingo,16:00,24ª Rodada,9,4,18,4,16,21,16,2,1
11/09/2016,Domingo,16:00,24ª Rodada,52,12,7,7,13,19,19,0,2
11/09/2016,Domingo,16:00,24ª Rodada,71,25,9,25,25,25,25,2,1
11/09/2016,Domingo,16:00,24ª Rodada,39,27,24,27,17,17,17,5,3
11/09/2016,Domingo,18:30,24ª Rodada,11,17,21,0,21,25,0,0,0
11/09/2016,Domingo,18:30,24ª Rodada,54,22,1,0,25,13,0,1,1
12/09/2016,Segunda-feira,20:00,24ª Rodada,31,15,3,15,19,13,19,4,2
14/09/2016,Quarta-feira,19:30,25ª Rodada,48,7,25,25,19,25,25,0,1
14/09/2016,Quarta-feira,19:30,25ª Rodada,59,13,1,0,24,13,0,2,2
14/09/2016,Quarta-feira,21:00,25ª Rodada,54,22,17,22,25,21,25,3,0
14/09/2016,Quarta-feira,21:00,25ª Rodada,18,24,4,24,17,16,17,1,0
14/09/2016,Quarta-feira,21:45,25ª Rodada,29,10,9,0,16,25,0,1,1
14/09/2016,Quarta-feira,21:45,25ª Rodada,61,21,14,0,25,19,0,1,1
15/09/2016,Quinta-feira,19:30,25ª Rodada,40,3,27,3,13,17,13,1,0
15/09/2016,Quinta-feira,19:30,25ª Rodada,31,15,8,8,19,24,24,1,2
15/09/2016,Quinta-feira,21:00,25ª Rodada,22,18,29,29,21,8,8,0,1
15/09/2016,Quinta-feira,21:00,25ª Rodada,56,26,12,26,25,13,25,1,0
17/09/2016,Sábado,16:00,26ª Rodada,7,9,21,21,25,25,25,0,2
18/09/2016,Domingo,11:00,26ª Rodada,60,14,13,14,19,24,19,2,0
18/09/2016,Domingo,16:00,26ª Rodada,9,4,26,4,16,25,16,1,0
18/09/2016,Domingo,16:00,26ª Rodada,6,8,22,0,24,25,0,2,2
18/09/2016,Domingo,16:00,26ª Rodada,52,12,3,0,13,13,0,1,1
18/09/2016,Domingo,16:00,26ª Rodada,11,17,15,15,21,19,19,0,1
18/09/2016,Domingo,16:00,26ª Rodada,39,27,10,10,17,16,16,0,1
18/09/2016,Domingo,18:30,26ª Rodada,60,25,24,25,25,17,25,3,2
18/09/2016,Domingo,18:30,26ª Rodada,19,29,7,7,8,19,19,0,1
19/09/2016,Segunda-feira,20:00,26ª Rodada,40,1,18,1,13,21,13,1,0
24/09/2016,Sábado,16:00,27ª Rodada,61,21,10,21,25,16,25,2,1
24/09/2016,Sábado,18:30,27ª Rodada,39,27,25,27,17,25,17,1,0
24/09/2016,Sábado,21:00,27ª Rodada,40,1,7,1,13,19,13,1,0
25/09/2016,Domingo,11:00,27ª Rodada,9,4,22,4,16,25,16,3,0
25/09/2016,Domingo,11:00,27ª Rodada,59,13,24,13,24,17,24,3,1
25/09/2016,Domingo,16:00,27ª Rodada,7,9,15,15,25,19,19,0,1
25/09/2016,Domingo,16:00,27ª Rodada,45,14,12,14,19,13,19,2,1
25/09/2016,Domingo,16:00,27ª Rodada,11,17,8,17,21,24,21,1,0
25/09/2016,Domingo,16:00,27ª Rodada,19,29,26,29,8,25,8,2,0
25/09/2016,Domingo,18:30,27ª Rodada,40,3,18,3,13,21,13,3,1
01/10/2016,Sábado,11:00,28ª Rodada,31,15,27,15,19,17,19,3,1
01/10/2016,Sábado,16:00,28ª Rodada,6,8,29,29,24,8,8,1,4
01/10/2016,Sábado,16:00,28ª Rodada,71,25,4,25,25,16,25,2,0
01/10/2016,Sábado,16:00,28ª Rodada,56,26,14,0,25,19,0,0,0
01/10/2016,Sábado,16:30,28ª Rodada,48,7,9,7,19,25,19,2,0
01/10/2016,Sábado,16:30,28ª Rodada,54,22,3,3,25,13,13,1,2
01/10/2016,Sábado,18:30,28ª Rodada,52,12,17,12,13,21,13,1,0
01/10/2016,Sábado,21:00,28ª Rodada,22,18,13,18,21,24,21,1,0
03/10/2016,Segunda-feira,20:00,28ª Rodada,18,24,21,21,17,25,25,2,3
03/10/2016,Segunda-feira,21:00,28ª Rodada,29,10,1,10,16,13,16,3,0
05/10/2016,Quarta-feira,19:30,29ª Rodada,9,4,8,4,16,24,16,3,1
05/10/2016,Quarta-feira,19:30,29ª Rodada,36,29,17,17,8,21,21,0,1
05/10/2016,Quarta-feira,21:00,29ª Rodada,7,9,3,0,25,13,0,0,0
05/10/2016,Quarta-feira,21:00,29ª Rodada,71,25,15,25,25,19,25,2,1
05/10/2016,Quarta-feira,21:45,29ª Rodada,39,27,26,0,17,25,0,1,1
06/10/2016,Quinta-feira,19:30,29ª Rodada,22,18,10,18,21,16,21,1,0
08/10/2016,Sábado,21:00,29ª Rodada,52,12,22,12,13,25,13,2,0
09/10/2016,Domingo,17:00,29ª Rodada,33,1,21,21,13,25,25,0,2
09/10/2016,Domingo,17:00,29ª Rodada,59,13,7,7,24,19,19,0,1
09/10/2016,Domingo,17:00,29ª Rodada,60,14,24,14,19,17,19,3,0
12/10/2016,Quarta-feira,11:00,30ª Rodada,6,8,27,8,24,17,24,3,0
12/10/2016,Quarta-feira,19:30,30ª Rodada,29,10,13,0,16,24,0,0,0
12/10/2016,Quarta-feira,21:45,30ª Rodada,48,7,18,7,19,21,19,1,0
12/10/2016,Quarta-feira,21:45,30ª Rodada,16,24,9,9,17,25,25,2,4
13/10/2016,Quinta-feira,19:30,30ª Rodada,52,3,1,3,13,13,13,3,0
13/10/2016,Quinta-feira,19:30,30ª Rodada,35,21,12,0,25,13,0,0,0
13/10/2016,Quinta-feira,19:30,30ª Rodada,54,22,29,22,25,8,25,2,0
13/10/2016,Quinta-feira,21:00,30ª Rodada,65,15,14,14,19,19,19,1,2
13/10/2016,Quinta-feira,21:00,30ª Rodada,11,17,4,17,21,16,21,1,0
13/10/2016,Quinta-feira,21:00,30ª Rodada,60,26,25,25,25,25,25,0,1
16/10/2016,Domingo,17:00,31ª Rodada,72,4,10,4,16,16,16,2,0
16/10/2016,Domingo,17:00,31ª Rodada,48,7,3,7,19,13,19,3,2
16/10/2016,Domingo,17:00,31ª Rodada,52,12,8,0,13,24,0,0,0
16/10/2016,Domingo,17:00,31ª Rodada,59,13,21,21,24,25,25,1,2
16/10/2016,Domingo,17:00,31ª Rodada,22,18,14,18,21,19,21,2,1
16/10/2016,Domingo,18:30,31ª Rodada,7,9,1,9,25,13,25,2,0
16/10/2016,Domingo,18:30,31ª Rodada,54,22,24,22,25,17,25,3,0
16/10/2016,Domingo,19:30,31ª Rodada,71,25,17,0,25,21,0,1,1
16/10/2016,Domingo,19:30,31ª Rodada,39,27,29,27,17,8,17,1,0
17/10/2016,Segunda-feira,20:00,31ª Rodada,31,15,26,26,19,25,25,1,2
19/10/2016,Quarta-feira,21:45,32ª Rodada,18,24,7,7,17,19,19,0,1
22/10/2016,Sábado,17:00,32ª Rodada,56,26,22,26,25,25,25,2,0
23/10/2016,Domingo,17:00,32ª Rodada,51,14,9,0,19,25,0,2,2
23/10/2016,Domingo,17:00,32ª Rodada,11,17,18,0,21,21,0,0,0
23/10/2016,Domingo,17:00,32ª Rodada,61,21,27,21,25,17,25,2,1
23/10/2016,Domingo,17:00,32ª Rodada,19,29,12,12,8,13,13,0,1
23/10/2016,Domingo,18:30,32ª Rodada,29,10,15,0,16,19,0,1,1
23/10/2016,Domingo,19:30,32ª Rodada,40,3,13,3,13,24,13,3,0
23/10/2016,Domingo,19:30,32ª Rodada,6,8,25,25,24,25,25,0,1
24/10/2016,Segunda-feira,20:00,32ª Rodada,40,1,4,1,13,16,13,1,0
27/10/2016,Quinta-feira,20:30,33ª Rodada,39,27,22,27,17,25,17,1,0
