data,dia,horario,rodada,id_arena,id_clube1,id_clube2,id_clube_vencedor,id_estado_clube1,id_estado_clube2,id_estado_vencedor,qtd_gols_clube1,qtd_gols_clube2
19/04/2014,Sábado,18h30,1ª Rodada,51,15,13,15,19,24,19,3,0
19/04/2014,Sábado,18h30,1ª Rodada,21,18,29,18,21,8,21,1,0
19/04/2014,Sábado,21h00,1ª Rodada,6,8,10,0,24,16,0,0,0
20/04/2014,Domingo,16h00,1ª Rodada,62,3,9,0,13,25,0,0,0
20/04/2014,Domingo,16h00,1ª Rodada,59,4,17,4,16,21,16,1,0
20/04/2014,Domingo,16h00,1ª Rodada,56,26,7,26,25,19,25,3,0
20/04/2014,Domingo,16h00,1ª Rodada,36,6,12,12,5,13,13,1,2
20/04/2014,Domingo,18h30,1ª Rodada,71,25,27,0,25,17,0,1,1
20/04/2014,Domingo,18h30,1ª Rodada,49,14,16,0,19,9,0,0,0
20/04/2014,Domingo,18h30,1ª Rodada,37,11,21,21,24,25,25,1,2
26/04/2014,Sábado,18h30,2ª Rodada,29,10,25,0,16,25,0,0,0
26/04/2014,Sábado,21h00,2ª Rodada,60,21,15,15,25,19,19,0,1
27/04/2014,Domingo,16h00,2ª Rodada,51,7,18,0,19,21,0,2,2
27/04/2014,Domingo,16h00,2ª Rodada,62,12,26,0,13,25,0,1,1
27/04/2014,Domingo,16h00,2ª Rodada,63,29,4,0,8,16,0,2,2
27/04/2014,Domingo,16h00,2ª Rodada,60,9,14,9,25,19,25,2,0
27/04/2014,Domingo,18h30,2ª Rodada,42,16,11,16,9,24,9,1,0
27/04/2014,Domingo,18h30,2ª Rodada,39,27,8,27,17,24,17,2,1
27/04/2014,Domingo,18h30,2ª Rodada,5,13,6,6,24,5,5,0,2
27/04/2014,Domingo,18h30,2ª Rodada,13,17,3,17,21,13,21,2,1
03/05/2014,Sábado,18h30,3ª Rodada,60,26,10,0,25,16,0,2,2
03/05/2014,Sábado,18h30,3ª Rodada,49,4,12,12,16,13,13,2,3
03/05/2014,Sábado,18h30,3ª Rodada,71,25,17,0,25,21,0,0,0
03/05/2014,Sábado,21h00,3ª Rodada,51,15,29,29,19,8,8,1,2
04/05/2014,Domingo,16h00,3ª Rodada,36,6,7,6,5,19,5,1,0
04/05/2014,Domingo,16h00,3ª Rodada,21,18,27,18,21,17,21,2,1
04/05/2014,Domingo,16h00,3ª Rodada,51,14,21,14,19,25,19,4,2
04/05/2014,Domingo,16h00,3ª Rodada,37,11,13,11,24,24,24,1,0
04/05/2014,Domingo,18h30,3ª Rodada,6,8,9,9,24,25,25,0,1
04/05/2014,Domingo,18h30,3ª Rodada,40,3,16,16,13,9,9,0,1
10/05/2014,Sábado,18h30,4ª Rodada,21,18,4,18,21,16,21,2,1
10/05/2014,Sábado,18h30,4ª Rodada,60,21,16,21,25,9,25,2,0
10/05/2014,Sábado,21h00,4ª Rodada,51,7,11,7,19,24,19,6,0
11/05/2014,Domingo,16h00,4ª Rodada,51,15,14,15,19,19,19,2,0
11/05/2014,Domingo,16h00,4ª Rodada,6,8,17,17,24,21,21,1,2
11/05/2014,Domingo,16h00,4ª Rodada,40,3,12,3,13,13,13,2,1
11/05/2014,Domingo,16h00,4ª Rodada,5,26,9,0,25,25,0,1,1
11/05/2014,Domingo,18h30,4ª Rodada,36,6,29,0,5,8,0,1,1
11/05/2014,Domingo,18h30,4ª Rodada,29,10,27,27,16,17,17,0,1
11/05/2014,Domingo,18h30,4ª Rodada,33,13,25,25,24,25,25,0,2
14/05/2014,Quarta-feira,22h00,5ª Rodada,69,16,7,16,9,19,9,2,0
17/05/2014,Sábado,18h30,5ª Rodada,52,12,10,12,13,16,13,3,2
18/05/2014,Domingo,16h00,5ª Rodada,14,9,13,13,25,24,24,0,1
18/05/2014,Domingo,16h00,5ª Rodada,13,17,15,17,21,19,21,1,0
18/05/2014,Domingo,16h00,5ª Rodada,51,14,26,26,19,25,25,0,2
18/05/2014,Domingo,16h00,5ª Rodada,74,4,8,0,16,24,0,1,1
18/05/2014,Domingo,18h30,5ª Rodada,63,29,21,21,8,25,25,0,1
18/05/2014,Domingo,18h30,5ª Rodada,16,25,3,3,25,13,13,1,2
18/05/2014,Domingo,18h30,5ª Rodada,37,11,18,0,24,21,0,0,0
21/05/2014,Quarta-feira,19h30,6ª Rodada,29,10,18,0,16,21,0,1,1
21/05/2014,Quarta-feira,19h30,6ª Rodada,28,14,6,0,19,5,0,1,1
21/05/2014,Quarta-feira,21h00,6ª Rodada,52,12,27,12,13,17,13,2,0
21/05/2014,Quarta-feira,21h00,6ª Rodada,37,11,8,11,24,24,24,1,0
21/05/2014,Quarta-feira,21h50,6ª Rodada,3,17,7,17,21,19,21,2,1
21/05/2014,Quarta-feira,21h50,6ª Rodada,23,9,4,0,25,16,0,1,1
21/05/2014,Quarta-feira,21h50,6ª Rodada,51,15,26,15,19,25,19,5,2
22/05/2014,Quinta-feira,19h30,6ª Rodada,35,21,13,21,25,24,25,1,0
22/05/2014,Quinta-feira,19h30,6ª Rodada,69,16,25,0,9,25,0,2,2
22/05/2014,Quinta-feira,21h00,6ª Rodada,43,29,3,3,8,13,13,2,3
24/05/2014,Sábado,18h30,7ª Rodada,5,6,15,15,5,19,19,0,1
24/05/2014,Sábado,21h00,7ª Rodada,56,26,17,26,25,21,25,1,0
25/05/2014,Domingo,16h00,7ª Rodada,56,25,14,0,25,19,0,0,0
25/05/2014,Domingo,16h00,7ª Rodada,39,27,9,9,17,25,25,1,4
25/05/2014,Domingo,16h00,7ª Rodada,74,4,10,4,16,16,16,2,0
25/05/2014,Domingo,16h00,7ª Rodada,59,13,16,16,24,9,9,0,1
25/05/2014,Domingo,18h30,7ª Rodada,28,7,29,0,19,8,0,1,1
25/05/2014,Domingo,18h30,7ª Rodada,41,3,11,0,13,24,0,0,0
25/05/2014,Domingo,18h30,7ª Rodada,6,8,21,8,24,25,24,2,0
25/05/2014,Domingo,18h30,7ª Rodada,26,18,12,12,21,13,13,1,3
28/05/2014,Quarta-feira,19h30,8ª Rodada,39,27,17,0,17,21,0,0,0
28/05/2014,Quarta-feira,19h30,8ª Rodada,37,11,10,11,24,16,24,1,0
28/05/2014,Quarta-feira,19h30,8ª Rodada,64,21,7,7,25,19,19,0,2
28/05/2014,Quarta-feira,21h00,8ª Rodada,69,16,29,0,9,8,0,0,0
28/05/2014,Quarta-feira,21h00,8ª Rodada,26,18,8,18,21,24,21,2,0
28/05/2014,Quarta-feira,22h00,8ª Rodada,41,3,15,3,13,19,13,2,0
28/05/2014,Quarta-feira,22h00,8ª Rodada,23,9,12,9,25,13,25,1,0
28/05/2014,Quarta-feira,22h00,8ª Rodada,62,4,26,0,16,25,0,2,2
29/05/2014,Quinta-feira,19h30,8ª Rodada,56,14,13,0,19,24,0,1,1
29/05/2014,Quinta-feira,21h00,8ª Rodada,43,6,25,25,5,25,25,0,2
31/05/2014,Sábado,18h30,9ª Rodada,30,10,16,10,16,9,16,3,0
31/05/2014,Sábado,18h30,9ª Rodada,56,26,3,26,25,13,25,2,1
31/05/2014,Sábado,21h00,9ª Rodada,43,29,27,27,8,17,17,0,1
01/06/2014,Domingo,16h00,9ª Rodada,6,8,6,8,24,5,24,2,1
01/06/2014,Domingo,16h00,9ª Rodada,62,12,14,12,13,19,13,3,0
01/06/2014,Domingo,16h00,9ª Rodada,3,17,21,0,21,25,0,0,0
01/06/2014,Domingo,16h00,9ª Rodada,14,9,7,0,25,19,0,1,1
01/06/2014,Domingo,18h30,9ª Rodada,28,15,18,0,19,21,0,1,1
01/06/2014,Domingo,18h30,9ª Rodada,1,25,11,25,25,24,25,2,0
01/06/2014,Domingo,18h30,9ª Rodada,59,13,4,4,24,16,16,1,3
04/06/2014,Quarta-feira,21h00,5ª Rodada,39,27,6,27,17,5,17,1,0
16/07/2014,Quarta-feira,19h30,10ª Rodada,39,27,7,27,17,19,17,1,0
16/07/2014,Quarta-feira,19h30,10ª Rodada,29,10,13,13,16,24,24,0,2
16/07/2014,Quarta-feira,19h30,10ª Rodada,13,17,16,0,21,9,0,0,0
16/07/2014,Quarta-feira,22h00,10ª Rodada,28,14,4,4,19,16,16,1,2
16/07/2014,Quarta-feira,22h00,10ª Rodada,37,11,15,11,24,19,24,3,2
16/07/2014,Quarta-feira,22h00,10ª Rodada,36,6,26,26,5,25,25,0,2
17/07/2014,Quinta-feira,19h30,10ª Rodada,71,25,21,25,25,25,25,2,0
17/07/2014,Quinta-feira,19h30,10ª Rodada,14,9,18,9,25,21,25,2,1
17/07/2014,Quinta-feira,21h00,10ª Rodada,52,12,29,12,13,8,13,3,1
19/07/2014,Sábado,18h30,11ª Rodada,40,3,6,0,13,5,0,1,1
