data,dia,horario,rodada,id_arena,id_clube1,id_clube2,id_clube_vencedor,id_estado_clube1,id_estado_clube2,id_estado_vencedor,qtd_gols_clube1,qtd_gols_clube2
13/05/2017,Sábado,16:00,1ª Rodada,51,14,3,0,19,13,0,1,1
13/05/2017,Sábado,19:00,1ª Rodada,7,9,8,0,25,24,0,1,1
14/05/2017,Domingo,11:00,1ª Rodada,51,15,25,15,19,25,19,3,2
14/05/2017,Domingo,16:00,1ª Rodada,52,12,26,12,13,25,13,1,0
14/05/2017,Domingo,16:00,1ª Rodada,54,22,27,22,25,17,25,4,0
14/05/2017,Domingo,16:00,1ª Rodada,61,21,28,21,25,19,25,4,0
14/05/2017,Domingo,16:00,1ª Rodada,36,6,4,6,5,16,5,6,2
14/05/2017,Domingo,16:00,1ª Rodada,66,5,29,0,24,8,0,0,0
14/05/2017,Domingo,19:00,1ª Rodada,11,17,7,17,21,19,21,2,0
15/05/2017,Segunda-feira,20:00,1ª Rodada,29,10,2,10,16,9,16,4,1
20/05/2017,Sábado,16:00,2ª Rodada,71,25,10,25,25,16,25,1,0
20/05/2017,Sábado,19:00,2ª Rodada,69,2,14,14,9,19,19,0,3
20/05/2017,Sábado,19:00,2ª Rodada,6,8,21,8,24,25,24,1,0
21/05/2017,Domingo,11:00,2ª Rodada,68,28,6,28,19,5,19,2,1
21/05/2017,Domingo,16:00,2ª Rodada,40,3,15,15,13,19,19,1,2
21/05/2017,Domingo,16:00,2ª Rodada,9,4,17,17,16,21,21,0,2
21/05/2017,Domingo,16:00,2ª Rodada,36,29,9,9,8,25,25,0,1
21/05/2017,Domingo,18:00,2ª Rodada,32,7,22,7,19,25,19,2,0
21/05/2017,Domingo,19:00,2ª Rodada,39,27,12,0,17,13,0,1,1
22/05/2017,Segunda-feira,20:00,2ª Rodada,56,26,5,26,25,24,25,2,0
27/05/2017,Sábado,16:00,3ª Rodada,68,28,15,28,19,19,19,3,2
27/05/2017,Sábado,19:00,3ª Rodada,56,26,21,26,25,25,25,2,0
27/05/2017,Sábado,21:00,3ª Rodada,36,29,10,10,8,16,16,0,1
28/05/2017,Domingo,11:00,3ª Rodada,40,3,22,0,13,25,0,2,2
28/05/2017,Domingo,16:00,3ª Rodada,69,2,9,9,9,25,25,0,1
28/05/2017,Domingo,16:00,3ª Rodada,9,4,14,0,16,19,0,1,1
28/05/2017,Domingo,16:00,3ª Rodada,71,25,12,12,25,13,13,0,1
28/05/2017,Domingo,18:00,3ª Rodada,39,27,17,27,17,21,17,4,3
28/05/2017,Domingo,19:00,3ª Rodada,32,7,6,7,19,5,19,1,0
29/05/2017,Segunda-feira,20:00,3ª Rodada,6,8,5,8,24,24,24,2,0
03/06/2017,Sábado,16:00,4ª Rodada,29,10,4,10,16,16,16,1,0
03/06/2017,Sábado,18:00,4ª Rodada,51,15,29,15,19,8,19,2,1
03/06/2017,Sábado,19:00,4ª Rodada,7,9,25,9,25,25,25,2,0
04/06/2017,Domingo,11:00,4ª Rodada,65,14,7,0,19,19,0,0,0
