data,dia,horario,rodada,id_arena,id_clube1,id_clube2,id_clube_vencedor,id_estado_clube1,id_estado_clube2,id_estado_vencedor,qtd_gols_clube1,qtd_gols_clube2
25/05/2013,Sábado,18:30,1ª Rodada,36,29,18,0,8,21,0,2,2
25/05/2013,Sábado,18:30,1ª Rodada,68,28,23,28,19,25,19,1,0
25/05/2013,Sábado,21:00,1ª Rodada,60,9,7,0,25,19,0,1,1
26/05/2013,Domingo,16:00,1ª Rodada,3,17,20,17,21,17,21,2,0
26/05/2013,Domingo,16:00,1ª Rodada,38,11,6,11,24,5,24,3,1
26/05/2013,Domingo,16:00,1ª Rodada,54,22,26,26,25,25,25,0,2
26/05/2013,Domingo,16:00,1ª Rodada,49,25,14,0,25,19,0,0,0
26/05/2013,Domingo,18:30,1ª Rodada,29,10,3,10,16,13,16,2,1
26/05/2013,Domingo,18:30,1ª Rodada,40,12,16,12,13,9,13,5,0
26/05/2013,Domingo,18:30,1ª Rodada,53,15,4,15,19,16,19,2,1
29/05/2013,Quarta-feira,15:00,2ª Rodada,73,4,12,0,16,13,0,2,2
29/05/2013,Quarta-feira,19:30,2ª Rodada,65,7,25,7,19,25,19,2,1
29/05/2013,Quarta-feira,19:30,2ª Rodada,56,26,28,26,25,19,25,5,1
29/05/2013,Quarta-feira,21:00,2ª Rodada,44,14,22,22,19,25,25,0,2
29/05/2013,Quarta-feira,21:00,2ª Rodada,63,6,10,0,5,16,0,0,0
29/05/2013,Quarta-feira,21:00,2ª Rodada,2,20,29,29,17,8,8,0,3
29/05/2013,Quarta-feira,22:00,2ª Rodada,69,16,9,0,9,25,0,1,1
30/05/2013,Quinta-feira,19:30,2ª Rodada,27,18,11,18,21,24,21,2,0
09/06/2013,Domingo,18:30,2ª Rodada,12,3,17,3,13,21,13,2,0
12/06/2013,Quarta-feira,22:00,2ª Rodada,23,23,15,23,25,19,25,2,1
01/06/2013,Sábado,16:20,3ª Rodada,15,4,14,0,16,19,0,2,2
01/06/2013,Sábado,16:20,3ª Rodada,71,25,17,0,25,21,0,1,1
01/06/2013,Sábado,16:20,3ª Rodada,65,7,12,7,19,13,19,2,1
01/06/2013,Sábado,18:30,3ª Rodada,19,29,28,29,8,19,8,2,0
01/06/2013,Sábado,18:30,3ª Rodada,69,16,10,0,9,16,0,1,1
01/06/2013,Sábado,21:00,3ª Rodada,60,9,22,9,25,25,25,1,0
02/06/2013,Domingo,18:30,3ª Rodada,40,3,26,0,13,25,0,0,0
02/06/2013,Domingo,18:30,3ª Rodada,53,15,11,15,19,24,19,3,0
02/06/2013,Domingo,18:30,3ª Rodada,27,18,6,6,21,5,5,1,2
02/06/2013,Domingo,18:30,3ª Rodada,2,20,23,0,17,25,0,2,2
05/06/2013,Quarta-feira,19:30,4ª Rodada,56,26,16,16,25,9,9,0,1
05/06/2013,Quarta-feira,19:30,4ª Rodada,23,23,18,0,25,21,0,1,1
05/06/2013,Quarta-feira,19:30,4ª Rodada,38,11,25,11,24,25,24,3,1
05/06/2013,Quarta-feira,21:00,4ª Rodada,65,28,3,28,19,13,19,2,0
05/06/2013,Quarta-feira,21:00,4ª Rodada,11,17,29,17,21,8,21,1,0
05/06/2013,Quarta-feira,21:00,4ª Rodada,54,22,4,4,25,16,16,3,4
05/06/2013,Quarta-feira,22:00,4ª Rodada,59,14,20,20,19,17,17,0,1
05/06/2013,Quarta-feira,22:00,4ª Rodada,20,6,7,6,5,19,5,2,1
05/06/2013,Quarta-feira,22:00,4ª Rodada,12,12,9,12,13,25,13,1,0
06/06/2013,Quinta-feira,21:00,4ª Rodada,29,10,15,10,16,19,16,2,1
08/06/2013,Sábado,16:20,5ª Rodada,12,12,18,0,13,21,0,2,2
08/06/2013,Sábado,16:20,5ª Rodada,38,11,14,14,24,19,19,0,3
08/06/2013,Sábado,18:30,5ª Rodada,60,9,23,0,25,25,0,0,0
08/06/2013,Sábado,18:30,5ª Rodada,65,28,6,0,19,5,0,1,1
08/06/2013,Sábado,21:00,5ª Rodada,54,22,7,7,25,19,19,0,2
09/06/2013,Domingo,18:30,5ª Rodada,43,29,4,29,8,16,8,3,2
09/06/2013,Domingo,18:30,5ª Rodada,29,10,20,10,16,17,16,1,0
09/06/2013,Domingo,18:30,5ª Rodada,53,15,16,15,19,9,19,2,1
12/06/2013,Quarta-feira,19:30,5ª Rodada,71,25,3,25,25,13,25,1,0
12/06/2013,Quarta-feira,22:00,5ª Rodada,11,17,26,0,21,25,0,1,1
06/07/2013,Sábado,18:30,6ª Rodada,72,4,17,0,16,21,0,1,1
06/07/2013,Sábado,18:30,6ª Rodada,49,14,10,0,19,16,0,2,2
06/07/2013,Sábado,18:30,6ª Rodada,17,20,22,22,17,25,25,1,3
06/07/2013,Sábado,21:00,6ª Rodada,23,23,12,0,25,13,0,1,1
07/07/2013,Domingo,16:00,6ª Rodada,36,6,9,9,5,25,25,0,2
07/07/2013,Domingo,16:00,6ª Rodada,69,16,29,16,9,8,9,1,0
07/07/2013,Domingo,16:00,6ª Rodada,27,18,28,18,21,19,21,5,3
07/07/2013,Domingo,16:00,6ª Rodada,56,26,25,25,25,25,25,0,2
07/07/2013,Domingo,18:30,6ª Rodada,40,3,11,3,13,24,13,3,2
07/07/2013,Domingo,18:30,6ª Rodada,17,7,15,7,19,19,19,1,0
13/07/2013,Sábado,18:30,7ª Rodada,71,25,23,25,25,25,25,4,1
13/07/2013,Sábado,18:30,7ª Rodada,53,15,18,18,19,21,21,2,3
13/07/2013,Sábado,21:00,7ª Rodada,54,22,6,0,25,5,0,0,0
14/07/2013,Domingo,16:00,7ª Rodada,11,17,7,17,21,19,21,2,1
14/07/2013,Domingo,16:00,7ª Rodada,60,9,3,3,25,13,13,0,1
14/07/2013,Domingo,16:00,7ª Rodada,29,10,4,10,16,16,16,1,0
14/07/2013,Domingo,16:00,7ª Rodada,19,29,26,29,8,25,8,3,2
14/07/2013,Domingo,18:30,7ª Rodada,52,12,20,12,13,17,13,3,0
14/07/2013,Domingo,18:30,7ª Rodada,38,11,16,0,24,9,0,0,0
14/07/2013,Domingo,18:30,7ª Rodada,49,28,14,14,19,19,19,0,1
20/07/2013,Sábado,18:30,8ª Rodada,68,7,20,7,19,17,19,2,0
20/07/2013,Sábado,18:30,8ª Rodada,38,11,17,11,24,21,24,2,1
20/07/2013,Sábado,18:30,8ª Rodada,56,26,12,12,25,13,13,0,3
21/07/2013,Domingo,16:00,8ª Rodada,71,25,10,0,25,16,0,2,2
21/07/2013,Domingo,16:00,8ª Rodada,72,4,9,0,16,25,0,1,1
21/07/2013,Domingo,16:00,8ª Rodada,27,18,14,18,21,19,21,1,0
21/07/2013,Domingo,16:00,8ª Rodada,36,29,6,0,8,5,0,0,0
21/07/2013,Domingo,18:30,8ª Rodada,69,16,23,16,9,25,9,2,1
21/07/2013,Domingo,18:30,8ª Rodada,51,15,28,28,19,19,19,1,3
03/10/2013,Quinta-feira,19:30,8ª Rodada,40,3,22,3,13,25,13,4,0
27/07/2013,Sábado,18:30,9ª Rodada,68,28,11,28,19,24,19,3,2
27/07/2013,Sábado,18:30,9ª Rodada,23,23,4,4,25,16,16,2,3
27/07/2013,Sábado,21:00,9ª Rodada,54,22,25,22,25,25,25,1,0
28/07/2013,Domingo,16:00,9ª Rodada,11,17,15,17,21,19,21,2,0
28/07/2013,Domingo,16:00,9ª Rodada,60,9,26,0,25,25,0,0,0
28/07/2013,Domingo,16:00,9ª Rodada,52,12,3,12,13,13,13,4,1
28/07/2013,Domingo,16:00,9ª Rodada,17,20,18,20,17,21,17,3,0
